uni_lemma,freq
counter,3.526360525
daisy,3.526360525
drill,3.526360525
elaine,3.526360525
envelope,3.526360525
fault,3.526360525
filthy,3.526360525
horsie's,3.526360525
hun,3.526360525
jeff,3.526360525
jen,3.526360525
kissing,3.526360525
logs,3.526360525
nicer,3.526360525
odd,3.526360525
oop,3.526360525
parking,3.526360525
pear,3.526360525
peg,3.526360525
prince,3.526360525
rat,3.526360525
rob,3.526360525
skunk,3.526360525
smallest,3.526360525
snail,3.526360525
someplace,3.526360525
ssh,3.526360525
steering,3.526360525
team,3.526360525
teapot,3.526360525
teeny,3.526360525
that'd,3.526360525
thrown,3.526360525
tool,3.526360525
traffic,3.526360525
vitamins,3.526360525
whom,3.526360525
wing,3.526360525
wrapped,3.526360525
barnes,3.496507561
bothered,3.496507561
bracelet,3.496507561
breaks,3.496507561
burnt,3.496507561
charge,3.496507561
come+on,3.496507561
costume,3.496507561
cousins,3.496507561
cowboys,3.496507561
cradle,3.496507561
dummy,3.496507561
dying,3.496507561
ended,3.496507561
hank,3.496507561
health,3.496507561
invite,3.496507561
jackson,3.496507561
joyce,3.496507561
justin,3.496507561
kyle,3.496507561
lessons,3.496507561
load,3.496507561
lobster,3.496507561
log,3.496507561
louise,3.496507561
marbles,3.496507561
merry,3.496507561
mothers,3.496507561
naomi,3.496507561
pebbles,3.496507561
pouring,3.496507561
rascal,3.496507561
ronnie,3.496507561
silver,3.496507561
someday,3.496507561
spice,3.496507561
tickets,3.496507561
tires,3.496507561
tots,3.496507561
towards,3.496507561
trade,3.496507561
upon,3.496507561
woods,3.496507561
worst,3.496507561
wrist,3.496507561
your's,3.496507561
acting,3.465735903
amen,3.465735903
ash,3.465735903
bark,3.465735903
beechgrove,3.465735903
below,3.465735903
bikes,3.465735903
burned,3.465735903
butcher,3.465735903
chase,3.465735903
covers,3.465735903
crumbs,3.465735903
earth,3.465735903
equipment,3.465735903
ewok,3.465735903
feathers,3.465735903
grocery,3.465735903
junior,3.465735903
kettle,3.465735903
laying,3.465735903
memory,3.465735903
mustard,3.465735903
op,3.465735903
passed,3.465735903
peep,3.465735903
photograph,3.465735903
pickles,3.465735903
plan,3.465735903
poodle,3.465735903
raise,3.465735903
rang,3.465735903
rosie,3.465735903
saucer,3.465735903
scooter,3.465735903
scrape,3.465735903
shaking,3.465735903
single,3.465735903
superman,3.465735903
syrup,3.465735903
toothpaste,3.465735903
tow,3.465735903
tune,3.465735903
wave,3.465735903
alexander,3.433987204
annie,3.433987204
appreciate,3.433987204
army,3.433987204
,NA
becky's,3.433987204
binky,3.433987204
bobbi,3.433987204
bull,3.433987204
bumble,3.433987204
bunk,3.433987204
c'mon,3.433987204
cabbage,3.433987204
central,3.433987204
cotton,3.433987204
crawling,3.433987204
doubt,3.433987204
enjoying,3.433987204
filling,3.433987204
ghost,3.433987204
handsome,3.433987204
hiccups,3.433987204
holds,3.433987204
how're,3.433987204
im,3.433987204
join,3.433987204
lake,3.433987204
lena,3.433987204
metal,3.433987204
michael's,3.433987204
monique,3.433987204
neville,3.433987204
oatmeal,3.433987204
piper,3.433987204
polish,3.433987204
puff,3.433987204
ranger,3.433987204
realize,3.433987204
recipe,3.433987204
scrub,3.433987204
seemed,3.433987204
seventeen,3.433987204
sheet,3.433987204
squirt,3.433987204
sudden,3.433987204
tissues,3.433987204
towels,3.433987204
university,3.433987204
wiping,3.433987204
within,3.433987204
wrench,3.433987204
art,3.401197382
baking,3.401197382
biting,3.401197382
copy,3.401197382
crashed,3.401197382
cricket,3.401197382
dial,3.401197382
doin,3.401197382
don,3.401197382
eater,3.401197382
ellie,3.401197382
evan,3.401197382
frozen,3.401197382
goldfish,3.401197382
grandad,3.401197382
healthy,3.401197382
kindergarten,3.401197382
lawn,3.401197382
lifting,3.401197382
lonely,3.401197382
machines,3.401197382
marry,3.401197382
melted,3.401197382
nora,3.401197382
oscar,3.401197382
pills,3.401197382
plans,3.401197382
plaster,3.401197382
polar,3.401197382
programme,3.401197382
rach,3.401197382
rash,3.401197382
reindeer,3.401197382
remind,3.401197382
roast,3.401197382
routine,3.401197382
rules,3.401197382
sale,3.401197382
scott,3.401197382
seats,3.401197382
sprouts,3.401197382
statue,3.401197382
straw,3.401197382
tables,3.401197382
tacos,3.401197382
tails,3.401197382
tasted,3.401197382
tock,3.401197382
tone,3.401197382
waving,3.401197382
wendy,3.401197382
wheelbarrow,3.401197382
who're,3.401197382
willem,3.401197382
brrm,3.36729583
carried,3.36729583
christ,3.36729583
cigarettes,3.36729583
colour's,3.36729583
coloured,3.36729583
cone,3.36729583
cuts,3.36729583
desert,3.36729583
doc,3.36729583
dougall,3.36729583
dracula,3.36729583
dried,3.36729583
engines,3.36729583
flags,3.36729583
for+...,3.36729583
fries,3.36729583
generally,3.36729583
grows,3.36729583
hits,3.36729583
hunhunh,3.36729583
italy,3.36729583
junk,3.36729583
knives,3.36729583
knocking,3.36729583
lois's,3.36729583
marble,3.36729583
noddy,3.36729583
,NA
peach,3.36729583
princess,3.36729583
proper,3.36729583
rattle,3.36729583
sets,3.36729583
shining,3.36729583
skating,3.36729583
somersault,3.36729583
sorts,3.36729583
sounded,3.36729583
stands,3.36729583
swinging,3.36729583
there'll,3.36729583
tickling,3.36729583
training,3.36729583
unusual,3.36729583
wardrobe,3.36729583
wires,3.36729583
action,3.33220451
babar,3.33220451
baker,3.33220451
blame,3.33220451
bobby's,3.33220451
bulb,3.33220451
center,3.33220451
crown,3.33220451
denise,3.33220451
digging,3.33220451
drove,3.33220451
eggnog,3.33220451
flavor,3.33220451
folded,3.33220451
fred,3.33220451
goodmorning,3.33220451
gown,3.33220451
greg,3.33220451
injection,3.33220451
jersey,3.33220451
kicked,3.33220451
licking,3.33220451
lois',3.33220451
loop,3.33220451
mallard,3.33220451
manage,3.33220451
must've,3.33220451
obviously,3.33220451
prefer,3.33220451
purpose,3.33220451
pussycat,3.33220451
rectangle,3.33220451
rooms,3.33220451
rule,3.33220451
shed,3.33220451
sixth,3.33220451
slipped,3.33220451
stores,3.33220451
stretch,3.33220451
sue,3.33220451
taped,3.33220451
tore,3.33220451
turtles,3.33220451
usual,3.33220451
whiskers,3.33220451
who'd,3.33220451
wondered,3.33220451
american,3.295836866
ark,3.295836866
backyard,3.295836866
bah,3.295836866
bandage,3.295836866
basement,3.295836866
bo,3.295836866
bothering,3.295836866
burning,3.295836866
caterpillar,3.295836866
changes,3.295836866
click,3.295836866
cocoa,3.295836866
cushion,3.295836866
darren,3.295836866
darth,3.295836866
,NA
dick,3.295836866
diet,3.295836866
disappeared,3.295836866
doreen,3.295836866
dripping,3.295836866
drops,3.295836866
duplo,3.295836866
eagle,3.295836866
fool,3.295836866
freezing,3.295836866
fuzzy,3.295836866
grandpa's,3.295836866
grapefruit,3.295836866
held,3.295836866
icing,3.295836866
inches,3.295836866
jeans,3.295836866
jeep,3.295836866
lad,3.295836866
laundry,3.295836866
length,3.295836866
lip,3.295836866
loops,3.295836866
lower,3.295836866
main,3.295836866
melt,3.295836866
notes,3.295836866
onion,3.295836866
package,3.295836866
pans,3.295836866
piggie,3.295836866
pump,3.295836866
raggedy,3.295836866
rangers,3.295836866
reckon,3.295836866
return,3.295836866
rude,3.295836866
runny,3.295836866
sewing,3.295836866
shark,3.295836866
shoelaces,3.295836866
smoking,3.295836866
stephanie,3.295836866
thread,3.295836866
ticket,3.295836866
valley,3.295836866
vegetable,3.295836866
view,3.295836866
whoever,3.295836866
wiped,3.295836866
ache,3.258096538
alan,3.258096538
attached,3.258096538
beth,3.258096538
brussels,3.258096538
calf,3.258096538
cans,3.258096538
chi,3.258096538
cracked,3.258096538
crane,3.258096538
dad's,3.258096538
dice,3.258096538
dresses,3.258096538
finishes,3.258096538
freeze,3.258096538
glasgow,3.258096538
haircut,3.258096538
island,3.258096538
jingle,3.258096538
kenny,3.258096538
landed,3.258096538
mashed,3.258096538
moustache,3.258096538
oldest,3.258096538
pairs,3.258096538
piggies,3.258096538
pleased,3.258096538
porch,3.258096538
recently,3.258096538
reel,3.258096538
ruff,3.258096538
sawing,3.258096538
scotland,3.258096538
shore,3.258096538
should've,3.258096538
smashed,3.258096538
soaking,3.258096538
somehow,3.258096538
spilling,3.258096538
stew,3.258096538
stole,3.258096538
straighten,3.258096538
totally,3.258096538
tracey,3.258096538
tricky,3.258096538
wa,3.258096538
weigh,3.258096538
wont,3.258096538
written,3.258096538
banjo,3.218875825
barbecue,3.218875825
breath,3.218875825
breathe,3.218875825
burp,3.218875825
calm,3.218875825
cartoon,3.218875825
catching,3.218875825
clouds,3.218875825
cube,3.218875825
curtain,3.218875825
dreams,3.218875825
england,3.218875825
eventually,3.218875825
factory,3.218875825
finding,3.218875825
fishes,3.218875825
gerald,3.218875825
groceries,3.218875825
head's,3.218875825
hid,3.218875825
jennifer's,3.218875825
lambs,3.218875825
lesson,3.218875825
maggie's,3.218875825
mailbox,3.218875825
mustache,3.218875825
natural,3.218875825
noah,3.218875825
organised,3.218875825
paddle,3.218875825
pasta,3.218875825
penguins,3.218875825
pies,3.218875825
pilot,3.218875825
pops,3.218875825
raccoon,3.218875825
radiator,3.218875825
repeat,3.218875825
rusty,3.218875825
sentence,3.218875825
separate,3.218875825
service,3.218875825
signal,3.218875825
smooth,3.218875825
someone's,3.218875825
spear,3.218875825
stitches,3.218875825
style,3.218875825
teacher's,3.218875825
tsk,3.218875825
twinkle,3.218875825
ur,3.218875825
whisper,3.218875825
willie,3.218875825
wizard,3.218875825
and+...,3.17805383
applesauce,3.17805383
bathing,3.17805383
beaver,3.17805383
blows,3.17805383
boss,3.17805383
buildings,3.17805383
catherine,3.17805383
cheating,3.17805383
checked,3.17805383
cheeks,3.17805383
cheep,3.17805383
cloud,3.17805383
control,3.17805383
dino,3.17805383
dresser,3.17805383
dropping,3.17805383
dryer,3.17805383
dumper,3.17805383
evil,3.17805383
eyebrows,3.17805383
feetman,3.17805383
fiddler,3.17805383
florida,3.17805383
fortnight,3.17805383
gimme,3.17805383
grain,3.17805383
grampa,3.17805383
hint,3.17805383
hoping,3.17805383
hopping,3.17805383
ill,3.17805383
ivy,3.17805383
jt,3.17805383
killed,3.17805383
kimberly,3.17805383
landing,3.17805383
medium,3.17805383
mimi,3.17805383
mumma,3.17805383
nighttime,3.17805383
ooo,3.17805383
partner,3.17805383
peaches,3.17805383
perfectly,3.17805383
pleasant,3.17805383
president,3.17805383
primary,3.17805383
scoot,3.17805383
sentences,3.17805383
shells,3.17805383
shit,3.17805383
slap,3.17805383
soul,3.17805383
stem,3.17805383
the+...,3.17805383
throws,3.17805383
unscrew,3.17805383
videos,3.17805383
visitor,3.17805383
waited,3.17805383
wo,3.17805383
admit,3.135494216
alexandra,3.135494216
annoying,3.135494216
bands,3.135494216
basically,3.135494216
become,3.135494216
begin,3.135494216
bing,3.135494216
brave,3.135494216
cane,3.135494216
cardboard,3.135494216
clifford,3.135494216
cope,3.135494216
cottage,3.135494216
crooked,3.135494216
curious,3.135494216
dale,3.135494216
dave,3.135494216
department,3.135494216
diddle,3.135494216
dong,3.135494216
dots,3.135494216
east,3.135494216
echo,3.135494216
elizabeth,3.135494216
elves,3.135494216
energy,3.135494216
eraser,3.135494216
ewoks,3.135494216
frank,3.135494216
freddy,3.135494216
fry,3.135494216
fudge,3.135494216
garlic,3.135494216
goats,3.135494216
guy's,3.135494216
haha,3.135494216
hooray,3.135494216
joey's,3.135494216
kar,3.135494216
marching,3.135494216
matt,3.135494216
measure,3.135494216
message,3.135494216
minnie,3.135494216
mixing,3.135494216
mommies,3.135494216
mood,3.135494216
muffins,3.135494216
mum's,3.135494216
mushroom,3.135494216
myumm,3.135494216
notebook,3.135494216
nowhere,3.135494216
nuisance,3.135494216
octopus,3.135494216
parent,3.135494216
people's,3.135494216
phones,3.135494216
pine,3.135494216
pluto,3.135494216
points,3.135494216
poison,3.135494216
polite,3.135494216
poured,3.135494216
pow,3.135494216
pressure,3.135494216
print,3.135494216
rachel's,3.135494216
reminds,3.135494216
rich,3.135494216
rossy,3.135494216
scan,3.135494216
scribble,3.135494216
sliding,3.135494216
sneeze,3.135494216
strap,3.135494216
terry,3.135494216
testing,3.135494216
ticklish,3.135494216
toward,3.135494216
waking,3.135494216
west,3.135494216
whispering,3.135494216
wicked,3.135494216
yawning,3.135494216
abe's,3.091042453
al,3.091042453
ants,3.091042453
attack,3.091042453
baked,3.091042453
bandaids,3.091042453
bandors,3.091042453
bars,3.091042453
blanche,3.091042453
blond,3.091042453
bored,3.091042453
bowling,3.091042453
brand,3.091042453
buh,3.091042453
bumpy,3.091042453
burst,3.091042453
buses,3.091042453
caboose,3.091042453
calendar,3.091042453
chased,3.091042453
cheat,3.091042453
co+op,3.091042453
crisp,3.091042453
dinah,3.091042453
directions,3.091042453
doll's,3.091042453
donny,3.091042453
downtown,3.091042453
drip,3.091042453
elephant's,3.091042453
emmitt,3.091042453
expecting,3.091042453
firetruck,3.091042453
granda,3.091042453
hairs,3.091042453
hannah,3.091042453
heavier,3.091042453
hell,3.091042453
investigator's,3.091042453
knob,3.091042453
level,3.091042453
melisa,3.091042453
ming,3.091042453
natalie,3.091042453
needles,3.091042453
nicky,3.091042453
ninth,3.091042453
packed,3.091042453
panties,3.091042453
pineapple,3.091042453
pitcher,3.091042453
pointed,3.091042453
porridge,3.091042453
pots,3.091042453
professor,3.091042453
protect,3.091042453
rack,3.091042453
racket,3.091042453
ramp,3.091042453
realise,3.091042453
resting,3.091042453
richard's,3.091042453
rover,3.091042453
screws,3.091042453
section,3.091042453
shawn,3.091042453
simba,3.091042453
soldiers,3.091042453
sticker,3.091042453
sum,3.091042453
sunglasses,3.091042453
tablets,3.091042453
tangled,3.091042453
tee+tee,3.091042453
thanksgiving,3.091042453
think's,3.091042453
toaster,3.091042453
tumble,3.091042453
vitamin,3.091042453
voices,3.091042453
winner,3.091042453
winning,3.091042453
worms,3.091042453
wreck,3.091042453
writes,3.091042453
yelled,3.091042453
africa,3.044522438
altogether,3.044522438
amount,3.044522438
ankle,3.044522438
arrived,3.044522438
bangs,3.044522438
barney,3.044522438
belfast,3.044522438
bleeding,3.044522438
boil,3.044522438
boiling,3.044522438
booked,3.044522438
bouncing,3.044522438
brushed,3.044522438
cab,3.044522438
cash,3.044522438
cigarette,3.044522438
closing,3.044522438
cock,3.044522438
cooker,3.044522438
cornflakes,3.044522438
craig,3.044522438
cranberry,3.044522438
damn,3.044522438
derek,3.044522438
disney,3.044522438
donnel,3.044522438
dries,3.044522438
drunk,3.044522438
earphones,3.044522438
fizzie,3.044522438
flintstones,3.044522438
ford,3.044522438
froggy,3.044522438
graeme's,3.044522438
gray,3.044522438
handed,3.044522438
heater,3.044522438
horsey,3.044522438
invited,3.044522438
joanne,3.044522438
jogging,3.044522438
kelly,3.044522438
laces,3.044522438
laurie,3.044522438
lit,3.044522438
marilyn,3.044522438
master,3.044522438
minnesota,3.044522438
muffin,3.044522438
nina's,3.044522438
orphan,3.044522438
paddling,3.044522438
palm,3.044522438
panda,3.044522438
parrot,3.044522438
patient,3.044522438
peeking,3.044522438
pingu,3.044522438
poop,3.044522438
popeye,3.044522438
possibly,3.044522438
propeller,3.044522438
rake,3.044522438
ray,3.044522438
renaldo,3.044522438
rhinoceros,3.044522438
robin's,3.044522438
saddle,3.044522438
saving,3.044522438
schedule,3.044522438
scotch,3.044522438
settled,3.044522438
sew,3.044522438
shots,3.044522438
shouting,3.044522438
sight,3.044522438
siren,3.044522438
sleeve,3.044522438
squash,3.044522438
states,3.044522438
steal,3.044522438
stewarts,3.044522438
sticklebricks,3.044522438
stopping,3.044522438
stronger,3.044522438
studying,3.044522438
target,3.044522438
temper,3.044522438
tonsils,3.044522438
torture,3.044522438
underwear,3.044522438
wanting,3.044522438
wax,3.044522438
whereas,3.044522438
wiggled,3.044522438
wool,3.044522438
yvonne,3.044522438
abbeycentre,2.995732274
adrienne,2.995732274
ana's,2.995732274
arguments,2.995732274
banged,2.995732274
banging,2.995732274
barbara's,2.995732274
beg,2.995732274
blah,2.995732274
bold,2.995732274
boop,2.995732274
bouillon,2.995732274
breast,2.995732274
bumps,2.995732274
burns,2.995732274
chain,2.995732274
cheap,2.995732274
chemist,2.995732274
combed,2.995732274
commercial,2.995732274
concerned,2.995732274
cycle,2.995732274
darn,2.995732274
diane,2.995732274
edges,2.995732274
ei,2.995732274
elastic,2.995732274
elbow,2.995732274
erase,2.995732274
ew,2.995732274
facing,2.995732274
families,2.995732274
fields,2.995732274
firemen,2.995732274
flash,2.995732274
floating,2.995732274
flop,2.995732274
folks,2.995732274
funnel,2.995732274
furry,2.995732274
german,2.995732274
gipetto,2.995732274
grandfather,2.995732274
grease,2.995732274
harold,2.995732274
harvard,2.995732274
hates,2.995732274
hears,2.995732274
heels,2.995732274
hip,2.995732274
imagination,2.995732274
involved,2.995732274
italian,2.995732274
jasper,2.995732274
jedi,2.995732274
lead,2.995732274
lisa's,2.995732274
littler,2.995732274
lounge,2.995732274
lunchtime,2.995732274
mandy,2.995732274
map,2.995732274
miaw,2.995732274
microwave,2.995732274
milkshake,2.995732274
mousey,2.995732274
mouths,2.995732274
mushrooms,2.995732274
navy,2.995732274
nervous,2.995732274
olds,2.995732274
ourselves,2.995732274
particularly,2.995732274
pill,2.995732274
poppop,2.995732274
pox,2.995732274
promised,2.995732274
pulls,2.995732274
racquet,2.995732274
relax,2.995732274
robot,2.995732274
rod,2.995732274
ross's,2.995732274
rubbing,2.995732274
ruin,2.995732274
saved,2.995732274
screamed,2.995732274
seals,2.995732274
shannon,2.995732274
shiny,2.995732274
shock,2.995732274
shook,2.995732274
shooting,2.995732274
slippery,2.995732274
smash,2.995732274
smashing,2.995732274
snaps,2.995732274
something's,2.995732274
sour,2.995732274
squeezing,2.995732274
stable,2.995732274
supermarket,2.995732274
susie,2.995732274
system,2.995732274
tan,2.995732274
tearing,2.995732274
tomorrow's,2.995732274
tonic,2.995732274
tortoise,2.995732274
tuck,2.995732274
tyrone,2.995732274
untied,2.995732274
voom,2.995732274
waken,2.995732274
wheee,2.995732274
yawn,2.995732274
allen,2.944438979
anytime,2.944438979
awkward,2.944438979
ball's,2.944438979
became,2.944438979
boards,2.944438979
bolts,2.944438979
bottoms,2.944438979
bouncy,2.944438979
broccoli,2.944438979
brushes,2.944438979
chewed,2.944438979
collar,2.944438979
complicated,2.944438979
congratulations,2.944438979
crab,2.944438979
cracking,2.944438979
crystal,2.944438979
cuckoo,2.944438979
customer,2.944438979
darker,2.944438979
decky,2.944438979
digger,2.944438979
dozen,2.944438979
dreaming,2.944438979
ed,2.944438979
eleanor,2.944438979
ends,2.944438979
esther,2.944438979
experience,2.944438979
fiddle,2.944438979
file,2.944438979
fires,2.944438979
fried,2.944438979
frying,2.944438979
gesundheit,2.944438979
giddy,2.944438979
glued,2.944438979
golden,2.944438979
guard,2.944438979
headache,2.944438979
hearts,2.944438979
helmet,2.944438979
hotel,2.944438979
howard,2.944438979
jiminy,2.944438979
karate,2.944438979
katrina,2.944438979
label,2.944438979
laughs,2.944438979
listens,2.944438979
liver,2.944438979
lorraine,2.944438979
marie's,2.944438979
mark's,2.944438979
mountains,2.944438979
murder,2.944438979
opener,2.944438979
outfit,2.944438979
owie,2.944438979
owns,2.944438979
pears,2.944438979
planted,2.944438979
plugged,2.944438979
poppins,2.944438979
prices,2.944438979
puddle,2.944438979
rabbit's,2.944438979
raisin,2.944438979
rhyme,2.944438979
rinse,2.944438979
roads,2.944438979
sail,2.944438979
sandbox,2.944438979
shampoo,2.944438979
sharing,2.944438979
shoulders,2.944438979
spicey,2.944438979
spilt,2.944438979
splashing,2.944438979
spoil,2.944438979
sport,2.944438979
tag,2.944438979
teddy's,2.944438979
terribly,2.944438979
tickled,2.944438979
toothbrush,2.944438979
torrence,2.944438979
tortilla,2.944438979
trevor,2.944438979
trust,2.944438979
valentine's,2.944438979
valerie,2.944438979
violin,2.944438979
visiting,2.944438979
wardrobes,2.944438979
wastebasket,2.944438979
weasel,2.944438979
whiz,2.944438979
winnie,2.944438979
yvette,2.944438979
zealand,2.944438979
ahah,2.890371758
aim,2.890371758
argue,2.890371758
bats,2.890371758
battle,2.890371758
bill's,2.890371758
bingo,2.890371758
birthdays,2.890371758
blender,2.890371758
blind,2.890371758
blonde,2.890371758
boring,2.890371758
brain,2.890371758
buckets,2.890371758
buggy,2.890371758
buried,2.890371758
cabinet,2.890371758
cambridge,2.890371758
canada,2.890371758
carries,2.890371758
chipper,2.890371758
collie,2.890371758
comic,2.890371758
confusing,2.890371758
conor's,2.890371758
cranky,2.890371758
cruz,2.890371758
daily,2.890371758
decorate,2.890371758
dere,2.890371758
derrick,2.890371758
dis,2.890371758
disappear,2.890371758
distance,2.890371758
dot's,2.890371758
doubles,2.890371758
doughnut,2.890371758
dynamite,2.890371758
eddy,2.890371758
electricity,2.890371758
else's,2.890371758
emma,2.890371758
eyed,2.890371758
fairly,2.890371758
favorites,2.890371758
fetch,2.890371758
fingernails,2.890371758
flight,2.890371758
flute,2.890371758
folding,2.890371758
fuss,2.890371758
fussy,2.890371758
garfield,2.890371758
giraffes,2.890371758
gon,2.890371758
grabbed,2.890371758
grind,2.890371758
happily,2.890371758
hawk,2.890371758
heavens,2.890371758
helpful,2.890371758
hidden,2.890371758
hopefully,2.890371758
huckle,2.890371758
infinity,2.890371758
jp,2.890371758
kirstie,2.890371758
labour,2.890371758
lasagna,2.890371758
leader,2.890371758
lighter,2.890371758
longest,2.890371758
magnet,2.890371758
managed,2.890371758
mattress,2.890371758
miserable,2.890371758
motorbike,2.890371758
oatlands,2.890371758
ohio,2.890371758
ordered,2.890371758
ough,2.890371758
overalls,2.890371758
patience,2.890371758
period,2.890371758
perro,2.890371758
pliers,2.890371758
poster,2.890371758
private,2.890371758
programs,2.890371758
range,2.890371758
royal,2.890371758
sailboat,2.890371758
seaside,2.890371758
settle,2.890371758
seventh,2.890371758
sexy,2.890371758
shakes,2.890371758
sill,2.890371758
smacked,2.890371758
soccer,2.890371758
soil,2.890371758
sold,2.890371758
solid,2.890371758
stamp,2.890371758
stones,2.890371758
summertime,2.890371758
sun's,2.890371758
surely,2.890371758
suzanne,2.890371758
swear,2.890371758
tablecloth,2.890371758
teppy,2.890371758
tractors,2.890371758
undone,2.890371758
unhappy,2.890371758
unit,2.890371758
water's,2.890371758
whining,2.890371758
windshield,2.890371758
wound,2.890371758
aid,2.833213344
america,2.833213344
amye,2.833213344
angela,2.833213344
annoyed,2.833213344
argument,2.833213344
artist,2.833213344
bai,2.833213344
bakery,2.833213344
ballet,2.833213344
barking,2.833213344
base,2.833213344
beauty,2.833213344
beets,2.833213344
blooming,2.833213344
branches,2.833213344
buffalo,2.833213344
carl's,2.833213344
character,2.833213344
claws,2.833213344
coal,2.833213344
complete,2.833213344
corky,2.833213344
curl,2.833213344
cutter,2.833213344
daddies,2.833213344
design,2.833213344
desperate,2.833213344
differently,2.833213344
doughnuts,2.833213344
dwarfs,2.833213344
excused,2.833213344
familiar,2.833213344
feelings,2.833213344
fights,2.833213344
flipping,2.833213344
forehead,2.833213344
frankenstein,2.833213344
greasy,2.833213344
haw,2.833213344
heck,2.833213344
helen,2.833213344
helper,2.833213344
hopperoo,2.833213344
itchy,2.833213344
joy,2.833213344
kicks,2.833213344
killing,2.833213344
knots,2.833213344
knowing,2.833213344
leaning,2.833213344
legos,2.833213344
lies,2.833213344
lion's,2.833213344
liquid,2.833213344
loo,2.833213344
marvelous,2.833213344
matthew's,2.833213344
mcdonalds,2.833213344
measles,2.833213344
measuring,2.833213344
mmhm,2.833213344
muscle,2.833213344
narrow,2.833213344
neighborhood,2.833213344
oi,2.833213344
or+...,2.833213344
packages,2.833213344
paper's,2.833213344
peppermint,2.833213344
per,2.833213344
polly,2.833213344
practicing,2.833213344
raishawn,2.833213344
reads,2.833213344
register,2.833213344
remembers,2.833213344
robbers,2.833213344
roland,2.833213344
rrr,2.833213344
rudolph,2.833213344
rushing,2.833213344
schools,2.833213344
score,2.833213344
screen,2.833213344
seek,2.833213344
selling,2.833213344
several,2.833213344
shorter,2.833213344
singer,2.833213344
sip,2.833213344
smurfs,2.833213344
sorted,2.833213344
spoiled,2.833213344
squares,2.833213344
streamvale,2.833213344
stuffed,2.833213344
suck,2.833213344
sweatshirt,2.833213344
tablet,2.833213344
theater,2.833213344
unicorn,2.833213344
visitors,2.833213344
washington,2.833213344
waves,2.833213344
wha,2.833213344
woody,2.833213344
woops,2.833213344
would've,2.833213344
abc's,2.772588722
andrena,2.772588722
angels,2.772588722
ashtray,2.772588722
baths,2.772588722
bianca,2.772588722
branch,2.772588722
browne,2.772588722
chomp,2.772588722
chopped,2.772588722
chuck,2.772588722
cinnamon,2.772588722
classes,2.772588722
co,2.772588722
curlers,2.772588722
danced,2.772588722
der,2.772588722
dinners,2.772588722
diving,2.772588722
doin',2.772588722
dollie's,2.772588722
doucha,2.772588722
drain,2.772588722
drying,2.772588722
exercises,2.772588722
exhausted,2.772588722
faucet,2.772588722
fay,2.772588722
figures,2.772588722
fingernail,2.772588722
fins,2.772588722
float,2.772588722
fountain,2.772588722
frighten,2.772588722
fringe,2.772588722
gab,2.772588722
gocart,2.772588722
grammy,2.772588722
gran,2.772588722
hanger,2.772588722
hudson,2.772588722
hush,2.772588722
incredible,2.772588722
ingredients,2.772588722
jammies,2.772588722
jeffrey,2.772588722
joan,2.772588722
jokes,2.772588722
joseph,2.772588722
juggling,2.772588722
kent's,2.772588722
kid's,2.772588722
ladders,2.772588722
laid,2.772588722
learnt,2.772588722
leggings,2.772588722
lifts,2.772588722
lotion,2.772588722
mc,2.772588722
mercy,2.772588722
mermaid,2.772588722
michele,2.772588722
mince,2.772588722
mushy,2.772588722
muslin,2.772588722
nanny's,2.772588722
ne,2.772588722
nite,2.772588722
nonsense,2.772588722
nostril,2.772588722
notion,2.772588722
offer,2.772588722
ordinary,2.772588722
passing,2.772588722
pattern,2.772588722
patting,2.772588722
pegs,2.772588722
petey,2.772588722
photographs,2.772588722
pierre,2.772588722
pinched,2.772588722
pipes,2.772588722
planes,2.772588722
powerful,2.772588722
public,2.772588722
receiver,2.772588722
repair,2.772588722
roundabout,2.772588722
ruler,2.772588722
safety,2.772588722
saint,2.772588722
sara,2.772588722
scarecrow,2.772588722
scratched,2.772588722
sec,2.772588722
setting,2.772588722
shine,2.772588722
sideways,2.772588722
similar,2.772588722
situations,2.772588722
skip,2.772588722
slice,2.772588722
slipping,2.772588722
smurf,2.772588722
speaker,2.772588722
spelling,2.772588722
spiders,2.772588722
spoilt,2.772588722
spoke,2.772588722
starving,2.772588722
steven's,2.772588722
stinking,2.772588722
suite,2.772588722
sunshine,2.772588722
swam,2.772588722
tangerine,2.772588722
tar,2.772588722
thing's,2.772588722
this'll,2.772588722
tim,2.772588722
tramp,2.772588722
tsh,2.772588722
tummies,2.772588722
twist,2.772588722
tying,2.772588722
undo,2.772588722
unzip,2.772588722
vest,2.772588722
volume,2.772588722
wars,2.772588722
watering,2.772588722
willy,2.772588722
wrestle,2.772588722
yah,2.772588722
youngest,2.772588722
yuk,2.772588722
absent,2.708050201
aida,2.708050201
aimee,2.708050201
amelia,2.708050201
arrows,2.708050201
aww,2.708050201
backs,2.708050201
barber,2.708050201
barrettes,2.708050201
beam,2.708050201
beater,2.708050201
beyond,2.708050201
blade,2.708050201
blankets,2.708050201
blessing,2.708050201
blobby,2.708050201
blueberries,2.708050201
bowls,2.708050201
breeze,2.708050201
brill,2.708050201
ca,2.708050201
carolina,2.708050201
cheaper,2.708050201
chelsea,2.708050201
chicks,2.708050201
china,2.708050201
chopping,2.708050201
claire's,2.708050201
clop,2.708050201
connect,2.708050201
cooks,2.708050201
coughing,2.708050201
courtney's,2.708050201
cousin's,2.708050201
cowboy's,2.708050201
